date,segment,state,loan_count,loan_value_million
2019-03-01,Owner-occupier,QLD,15536,6031.2
2019-03-01,Owner-occupier,SA,6085,2089.2
2019-03-01,Owner-occupier,TAS,2109,614.9
2019-03-01,Owner-occupier,VIC,22050,9821.9
2019-03-01,Owner-occupier,WA,7687,2910.0
2019-06-01,Owner-occupier,ACT,1784,805.1
2019-06-01,Owner-occupier,NSW,19601,10475.6
2019-06-01,Owner-occupier,NT,543,199.6
2019-06-01,Owner-occupier,QLD,14875,5819.6
2019-06-01,Owner-occupier,SA,5797,2014.7
2019-06-01,Owner-occupier,TAS,1925,574.3
2019-06-01,Owner-occupier,VIC,21382,9759.3
2019-06-01,Owner-occupier,WA,7397,2762.3
2019-09-01,Owner-occupier,ACT,1935,902.4
2019-09-01,Owner-occupier,NSW,20763,11601.3
2019-09-01,Owner-occupier,NT,482,174.2
2019-09-01,Owner-occupier,QLD,15994,6381.4
2019-09-01,Owner-occupier,SA,5804,2055.0
2019-09-01,Owner-occupier,TAS,1921,618.2
2019-09-01,Owner-occupier,VIC,21886,10550.5
2019-09-01,Owner-occupier,WA,7748,3060.5
2019-12-01,Owner-occupier,ACT,2137,1019.3
2019-12-01,Owner-occupier,NSW,22104,13163.3
2019-12-01,Owner-occupier,NT,476,174.0
2019-12-01,Owner-occupier,QLD,16565,6931.8
2019-12-01,Owner-occupier,SA,5893,2160.9
2019-12-01,Owner-occupier,TAS,1762,585.9
2019-12-01,Owner-occupier,VIC,23486,11756.9
2019-12-01,Owner-occupier,WA,7998,3180.1
2020-03-01,Owner-occupier,ACT,2043,1001.4
2020-03-01,Owner-occupier,NSW,22168,13743.8
2020-03-01,Owner-occupier,NT,466,173.4
2020-03-01,Owner-occupier,QLD,16882,7147.1
2020-03-01,Owner-occupier,SA,5877,2194.8
2020-03-01,Owner-occupier,TAS,1798,631.6
2020-03-01,Owner-occupier,VIC,23551,12147.1
2020-03-01,Owner-occupier,WA,8206,3354.4
2020-06-01,Owner-occupier,ACT,2028,1013.3
2020-06-01,Owner-occupier,NSW,19627,12033.8
2020-06-01,Owner-occupier,NT,456,163.3
2020-06-01,Owner-occupier,QLD,14302,5895.2
2020-06-01,Owner-occupier,SA,5385,2020.3
2020-06-01,Owner-occupier,TAS,1546,535.5
2020-06-01,Owner-occupier,VIC,20484,10737.0
2020-06-01,Owner-occupier,WA,6652,2617.7
2020-09-01,Owner-occupier,ACT,2343,1177.3
2020-09-01,Owner-occupier,NSW,24549,15029.9
2020-09-01,Owner-occupier,NT,629,233.0
2020-09-01,Owner-occupier,QLD,20072,8448.8
2020-09-01,Owner-occupier,SA,6935,2584.5
2020-09-01,Owner-occupier,TAS,2120,734.7
2020-09-01,Owner-occupier,VIC,22788,11598.1
2020-09-01,Owner-occupier,WA,10159,4079.9
2020-12-01,Owner-occupier,ACT,2497,1291.4
2020-12-01,Owner-occupier,NSW,27402,17117.6
2020-12-01,Owner-occupier,NT,750,298.8
2020-12-01,Owner-occupier,QLD,23624,10310.3
2020-12-01,Owner-occupier,SA,7272,2755.1
2020-12-01,Owner-occupier,TAS,2224,807.2
2020-12-01,Owner-occupier,VIC,25421,12709.3
2020-12-01,Owner-occupier,WA,13806,5681.8
2021-03-01,Owner-occupier,ACT,2711,1415.2
2021-03-01,Owner-occupier,NSW,29558,19104.5
2021-03-01,Owner-occupier,NT,800,321.5
2021-03-01,Owner-occupier,QLD,26506,11855.9
2021-03-01,Owner-occupier,SA,8693,3355.2
2021-03-01,Owner-occupier,TAS,2432,926.5
2021-03-01,Owner-occupier,VIC,34067,17904.2
2021-03-01,Owner-occupier,WA,15977,6713.2
2021-06-01,Owner-occupier,ACT,2689,1477.6
2021-06-01,Owner-occupier,NSW,29810,20903.6
2021-06-01,Owner-occupier,NT,872,339.9
2021-06-01,Owner-occupier,QLD,24421,11129.1
2021-06-01,Owner-occupier,SA,8254,3338.2
2021-06-01,Owner-occupier,TAS,2093,807.5
2021-06-01,Owner-occupier,VIC,32666,18573.5
2021-06-01,Owner-occupier,WA,13629,5829.1
2021-09-01,Owner-occupier,ACT,2559,1451.5
2021-09-01,Owner-occupier,NSW,28843,21424.9
2021-09-01,Owner-occupier,NT,843,333.6
2021-09-01,Owner-occupier,QLD,23545,11158.2
2021-09-01,Owner-occupier,SA,7535,3115.1
2021-09-01,Owner-occupier,TAS,1811,749.4
2021-09-01,Owner-occupier,VIC,29022,17700.9
2021-09-01,Owner-occupier,WA,13309,5843.3
2021-12-01,Owner-occupier,ACT,2357,1371.7
2021-12-01,Owner-occupier,NSW,26885,20055.9
2021-12-01,Owner-occupier,NT,717,315.4
2021-12-01,Owner-occupier,QLD,22501,11280.5
2021-12-01,Owner-occupier,SA,7240,3051.8
2021-12-01,Owner-occupier,TAS,1812,765.4
2021-12-01,Owner-occupier,VIC,28660,17605.2
2021-12-01,Owner-occupier,WA,13111,5746.0
2022-03-01,Owner-occupier,ACT,2426,1525.7
2022-03-01,Owner-occupier,NSW,26313,20602.7
2022-03-01,Owner-occupier,NT,709,303.1
2022-03-01,Owner-occupier,QLD,21079,11064.9
2022-03-01,Owner-occupier,SA,6888,3158.0
2022-03-01,Owner-occupier,TAS,1694,760.7
2022-03-01,Owner-occupier,VIC,30312,18887.1
2022-03-01,Owner-occupier,WA,13240,6076.0
2022-06-01,Owner-occupier,ACT,2555,1542.9
2022-06-01,Owner-occupier,NSW,23136,17919.6
2022-06-01,Owner-occupier,NT,697,292.5
2022-06-01,Owner-occupier,QLD,19883,10478.7
2022-06-01,Owner-occupier,SA,6697,3143.8
2022-06-01,Owner-occupier,TAS,1705,763.0
2022-06-01,Owner-occupier,VIC,26548,17010.8
2022-06-01,Owner-occupier,WA,11301,5330.6
2022-09-01,Owner-occupier,ACT,2430,1463.3
2022-09-01,Owner-occupier,NSW,21083,15795.2
2022-09-01,Owner-occupier,NT,724,320.9
2022-09-01,Owner-occupier,QLD,18080,9461.8
2022-09-01,Owner-occupier,SA,6097,2869.7
2022-09-01,Owner-occupier,TAS,1671,780.2
2022-09-01,Owner-occupier,VIC,24009,15175.2
2022-09-01,Owner-occupier,WA,10964,5164.4
2022-12-01,Owner-occupier,ACT,1896,1159.0
2022-12-01,Owner-occupier,NSW,19236,14084.5
2022-12-01,Owner-occupier,NT,587,263.6
2022-12-01,Owner-occupier,QLD,16825,8804.3
2022-12-01,Owner-occupier,SA,5439,2549.7
2022-12-01,Owner-occupier,TAS,1518,690.2
2022-12-01,Owner-occupier,VIC,21302,13168.7
2022-12-01,Owner-occupier,WA,10351,4915.0
2023-03-01,Owner-occupier,ACT,1939,1152.8
2023-03-01,Owner-occupier,NSW,18506,13734.1
2023-03-01,Owner-occupier,NT,580,257.2
2023-03-01,Owner-occupier,QLD,16861,8846.4
2023-03-01,Owner-occupier,SA,5387,2609.6
2023-03-01,Owner-occupier,TAS,1462,675.3
2023-03-01,Owner-occupier,VIC,20461,12348.3
2023-03-01,Owner-occupier,WA,9801,4704.1
2023-06-01,Owner-occupier,ACT,1871,1108.4
2023-06-01,Owner-occupier,NSW,19413,14040.9
2023-06-01,Owner-occupier,NT,511,221.5
2023-06-01,Owner-occupier,QLD,16973,8743.8
2023-06-01,Owner-occupier,SA,5470,2661.9
2023-06-01,Owner-occupier,TAS,1462,662.8
2023-06-01,Owner-occupier,VIC,20953,12533.1
2023-06-01,Owner-occupier,WA,9711,4573.6
2023-09-01,Owner-occupier,ACT,1717,1038.8
2023-09-01,Owner-occupier,NSW,19254,14387.3
2023-09-01,Owner-occupier,NT,498,212.8
2023-09-01,Owner-occupier,QLD,15818,8374.6
2023-09-01,Owner-occupier,SA,5066,2534.5
2023-09-01,Owner-occupier,TAS,1371,618.6
2023-09-01,Owner-occupier,VIC,21352,12789.0
2023-09-01,Owner-occupier,WA,9631,4595.4
2023-12-01,Owner-occupier,ACT,1805,1075.4
2023-12-01,Owner-occupier,NSW,20223,15176.3
2023-12-01,Owner-occupier,NT,544,240.8
2023-12-01,Owner-occupier,QLD,16807,9313.9
2023-12-01,Owner-occupier,SA,5446,2712.0
2023-12-01,Owner-occupier,TAS,1437,639.1
2023-12-01,Owner-occupier,VIC,22820,13813.5
2023-12-01,Owner-occupier,WA,10552,5229.4
2024-03-01,Owner-occupier,ACT,1768,1059.8
2024-03-01,Owner-occupier,NSW,19815,14994.0
2024-03-01,Owner-occupier,NT,470,209.8
2024-03-01,Owner-occupier,QLD,16777,9623.8
2024-03-01,Owner-occupier,SA,5297,2754.9
2024-03-01,Owner-occupier,TAS,1417,643.1
2024-03-01,Owner-occupier,VIC,23031,13708.1
2024-03-01,Owner-occupier,WA,10156,5307.4
2024-06-01,Owner-occupier,ACT,1835,1141.0
2024-06-01,Owner-occupier,NSW,21131,16374.5
2024-06-01,Owner-occupier,NT,523,224.4
2024-06-01,Owner-occupier,QLD,17587,10356.9
2024-06-01,Owner-occupier,SA,5256,2888.6
2024-06-01,Owner-occupier,TAS,1451,673.2
2024-06-01,Owner-occupier,VIC,24002,14637.5
2024-06-01,Owner-occupier,WA,10399,5712.6
2024-09-01,Owner-occupier,ACT,1784,1119.4
2024-09-01,Owner-occupier,NSW,20944,16430.7
2024-09-01,Owner-occupier,NT,497,218.2
2024-09-01,Owner-occupier,QLD,18024,11020.4
2024-09-01,Owner-occupier,SA,5340,3011.4
2024-09-01,Owner-occupier,TAS,1598,731.5
2024-09-01,Owner-occupier,VIC,23768,14858.0
2024-09-01,Owner-occupier,WA,10273,5765.7
2024-12-01,Owner-occupier,ACT,1943,1236.3
2024-12-01,Owner-occupier,NSW,20479,16279.7
2024-12-01,Owner-occupier,NT,572,273.7
2024-12-01,Owner-occupier,QLD,18377,11531.0
2024-12-01,Owner-occupier,SA,5666,3181.9
2024-12-01,Owner-occupier,TAS,1515,717.3
2024-12-01,Owner-occupier,VIC,24173,15223.6
2024-12-01,Owner-occupier,WA,10481,6200.9
2025-03-01,Owner-occupier,ACT,1981,1235.1
2025-03-01,Owner-occupier,NSW,20575,16548.5
2025-03-01,Owner-occupier,NT,552,270.7
2025-03-01,Owner-occupier,QLD,17939,11643.6
2025-03-01,Owner-occupier,SA,5447,3255.1
2025-03-01,Owner-occupier,TAS,1641,787.2
2025-03-01,Owner-occupier,VIC,23972,14802.6
2025-03-01,Owner-occupier,WA,10255,6121.8
2025-06-01,Owner-occupier,ACT,1968,1251.5
2025-06-01,Owner-occupier,NSW,20414,16691.0
2025-06-01,Owner-occupier,NT,608,284.3
2025-06-01,Owner-occupier,QLD,18127,11992.7
2025-06-01,Owner-occupier,SA,5556,3359.2
2025-06-01,Owner-occupier,TAS,1699,825.0
2025-06-01,Owner-occupier,VIC,23979,15443.2
2025-06-01,Owner-occupier,WA,10080,6247.5
2025-09-01,Owner-occupier,ACT,2100,1340.9
2025-09-01,Owner-occupier,NSW,21407,17832.4
2025-09-01,Owner-occupier,NT,602,285.2
2025-09-01,Owner-occupier,QLD,17973,12396.8
2025-09-01,Owner-occupier,SA,5406,3379.9
2025-09-01,Owner-occupier,TAS,1689,836.9
2025-09-01,Owner-occupier,VIC,24559,16029.3
2025-09-01,Owner-occupier,WA,9932,6328.2
